,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12373,612157224527014016,https://www.airbnb.com/rooms/612157224527014166,20240929170954,2024-09-30,city scrape,CHARMING RURAL HOTEL (DS.Room- Albert Cabestany),,,https://a0.muscache.com/pictures/prohost-api/Hosting-612157224527014166/original/3f8d9670-2260-4d80-9f94-724eee9f68fd.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31852,2.41524,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Exterior security cameras on property"", ""First aid kit"", ""Hair dryer""]",165.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12374,612206150777604992,https://www.airbnb.com/rooms/612206150777605935,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL Hab.Doble Sup. (Adam Raga),,,https://a0.muscache.com/pictures/prohost-api/Hosting-612206150777605935/original/42084616-797c-4e73-b48a-3742d7312299.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31711,2.41552,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Gym"", ""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Exterior security cameras on property"", ""First aid kit"", ""Hair dryer"", ""Dedicated workspace""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12375,612216293469144064,https://www.airbnb.com/rooms/612216293469144960,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL Hab.Doble Sup (Mick Andrew),,,https://a0.muscache.com/pictures/prohost-api/Hosting-612216293469144960/original/3e44a0d6-11f2-4d4d-a001-6b175a4e1713.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31886,2.41549,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Exterior security cameras on property"", ""First aid kit"", ""Hair dryer""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12376,612222387974633984,https://www.airbnb.com/rooms/612222387974634101,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL H.Doble Sup. (Emma Bristow),,,https://a0.muscache.com/pictures/prohost-api/Hosting-612222387974634101/original/a7c68841-303c-4df2-a2d7-c02a6f5fcd3f.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31715,2.41543,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Exterior security cameras on property"", ""First aid kit"", ""Hair dryer"", ""Dedicated workspace""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12377,612230261035244032,https://www.airbnb.com/rooms/612230261035244323,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL  Jr. Suite (Guiles Burgart),,,https://a0.muscache.com/pictures/prohost-api/Hosting-612230261035244323/original/48fef6d7-120e-4ca3-bd6f-28787e2a8f83.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31779,2.41481,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Air conditioning"", ""First aid kit"", ""Dedicated workspace""]",237.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12393,612758728220428032,https://www.airbnb.com/rooms/612758728220428598,20240929170954,2024-09-30,city scrape,Acogedora habitaciÃ³n con vistas al mar I,"Come to know our house located in the heart of the Costa Brava, with three incredible double rooms for two with option for four people, each with its own private bathroom and balconies overlooking the sea<br />Only 5km from the center of Lloret de Mar and 3km from the beach of Cala Canyelles<br />FREE street parking",Quiet development,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjEyNzU4NzI4MjIwNDI4NTk4/original/abc8034f-2f47-4cc6-b304-65f76127b489.jpeg,455362057,https://www.airbnb.com/users/show/455362057,Natalia,2022-04-21,"Lloret de Mar, Spain",,within a few hours,0.9,0.83,f,https://a0.muscache.com/im/pictures/user/79085982-4793-4eae-a952-a28fb062a84a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/79085982-4793-4eae-a952-a28fb062a84a.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Lloret de Mar, Catalunya, Spain",Lloret de Mar,,41.702095,2.869576,Private room in villa,Private room,4,1.0,1 private bath,1.0,2.0,"[""Central heating"", ""Free street parking"", ""Clothing storage"", ""Coffee maker: espresso machine"", ""Outdoor dining area"", ""Barbecue utensils"", ""Essentials"", ""Lock on bedroom door"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""Private outdoor pool - available seasonally, open specific hours"", ""Outdoor furniture"", ""Iron"", ""Host greets you"", ""BBQ grill"", ""Laundromat nearby"", ""Garden view"", ""Wifi"", ""Smoking allowed"", ""Shower gel"", ""Portable fans"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Dishes and silverware"", ""Microwave"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Oven"", ""Bed linens"", ""Ocean view"", ""Private backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Blender"", ""Body soap"", ""Waterfront"", ""Pool view"", ""Cooking basics"", ""Private patio or balcony"", ""First aid kit"", ""Dining table"", ""Hot water""]",180.0,4,28,4,4,1125,1125,4.0,1125.0,,t,24,54,84,359,2024-09-30,1,0,0,2022-04-29,2022-04-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,HUTG-042622,f,3,1,2,0,0.03
12400,617057688583495040,https://www.airbnb.com/rooms/617057688583495341,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n triple en finca rural con piscina,"A triple room in a seven-bedroom bed & breakfast, all with a private bathroom, within the Can MunÃ­ farm family estate. Breakfast buffet included. <br /><br />The Trakehner room has three 90x190 single beds. 33 ""TV, A/C, Ceiling Fan, and Wifi.<br /><br />It has a refrigerator, microwave and dishes available to customers and a porch and terrace open to a large garden space. Access to the 14x7-meter estate's swimming pool with salt water filter.","Can MunÃ­ and its neighborhood Pins are in a small hidden valley but very close to everything. 8 minutes by car from the A7 motorway exit, 15/20 minutes from l'Escala and Sant MartÃ­ d 'EmpÃºries, 25 minutes from l'Estartit and les Illes Medes or the Gola del Ter or Girona city.<br />It is also an ideal area for hiking or cycling.",https://a0.muscache.com/pictures/miso/Hosting-617057688583495341/original/6c88d0a9-38cc-47c9-a077-9d5ece6ba820.jpeg,225419807,https://www.airbnb.com/users/show/225419807,Joan,2018-11-12,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,f,"Vilopriu, Catalunya, Spain",Vilopriu,,42.11111,2.97881,Private room in bed and breakfast,Private room,3,,1 private bath,,,"[""33 inch HDTV with standard cable"", ""Babysitter recommendations"", ""Central heating"", ""Pocket wifi"", ""Cleaning available during stay"", ""Indoor fireplace: wood-burning"", ""Barbecue utensils"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Dining table"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor furniture"", ""Iron"", ""Kitchenette"", ""AC - split type ductless system"", ""Host greets you"", ""Hammock"", ""Shared backyard \u2013 Not fully fenced"", ""Ping pong table"", ""Clothing storage: closet"", ""Piano"", ""Wifi"", ""Breakfast"", ""Standalone high chair - available upon request"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""Frigor\u00edfico compartido de uso exclusivo de los hu\u00e9spedes refrigerator"", ""Mosquito net"", ""Hangers"", ""Bed linens"", ""Shared BBQ grill: charcoal"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Single level home"", ""Coffee"", ""Free carport on premises"", ""Resort view"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Body soap"", ""Crib - available upon request"", ""Shared patio or balcony"", ""Toaster"", ""Hot water"", ""Valley view"", ""Baby bath - available upon request""]",,1,365,2,4,7,7,2.1,7.0,,t,0,0,0,0,2024-09-30,4,1,0,2022-08-11,2024-08-20,4.75,4.25,4.5,4.5,4.5,4.25,4.25,PG-000855,t,15,8,7,0,0.15
12427,618640044661415040,https://www.airbnb.com/rooms/618640044661415476,20240929170954,2024-09-30,previous scrape,,"Relax in this quiet, stylish space. Double room, adults only, wide and very bright. Decorated with detail and a lot of love that  we wish to accompany you on your stay.  <br />The room has a queen size bed, walk-in closet, private bathroom, smart TV, air conditioning  and natural wood flooring.<br />The house is shared with a room for guests and hosts and everywhere you can breathe the magic of the Costa Brava.","Barri tranquil i residencial. Free parking in the area. A 10-minute walk to the beaches, supermarkets, restaurants and shops. Next to the start of the greenway and other cycling or mountain biking trails.",https://a0.muscache.com/pictures/airflow/Hosting-618640044661415476/original/8bb569f8-9e7b-4e59-a387-081e1ff07bad.jpg,68910799,https://www.airbnb.com/users/show/68910799,Rosana,2016-04-25,"Palafrugell, Spain",,within an hour,1.0,1.0,,https://a0.muscache.com/im/pictures/user/fa877443-66f5-4d37-9963-d2e5f45e1e36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa877443-66f5-4d37-9963-d2e5f45e1e36.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Palafrugell, Catalunya, Spain",Palafrugell,,41.894485,3.179189,Private room in home,Private room,2,,1 private bath,,,"[""Heating - split type ductless system"", ""Indoor fireplace"", ""Dishwasher"", ""TV"", ""Free street parking"", ""Coffee maker: espresso machine"", ""Air conditioning"", ""Outdoor dining area"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Lock on bedroom door"", ""Hair dryer"", ""Refrigerator"", ""Dining table"", ""Shared beach access"", ""Long term stays allowed"", ""Outdoor furniture"", ""Iron"", ""Host greets you"", ""Ethernet connection"", ""Laundromat nearby"", ""Garden view"", ""Wifi"", ""Shower gel"", ""Pool"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Shampoo"", ""Wine glasses"", ""Kitchen"", ""Hangers"", ""Freezer"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Oven"", ""Extra pillows and blankets"", ""Body soap"", ""Private patio or balcony"", ""Toaster"", ""Hot water""]",,3,30,3,3,1125,1125,3.0,1125.0,,t,1,1,1,1,2024-09-30,26,6,1,2022-06-06,2024-08-31,5.0,5.0,5.0,4.92,5.0,4.96,4.92,HUTG-055258,f,2,0,2,0,0.92
12428,618686160360872960,https://www.airbnb.com/rooms/618686160360873753,20240929170954,2024-09-30,city scrape,.HabitaciÃ³ espectacular a Calella de Palafrugell.,"Relax in this quiet, stylish space. Double room, adults only, wide and very bright. Decorated with detail and a lot of love that  we wish to accompany you on your stay.  <br />The room has a queen size bed, walk-in closet, private bathroom, smart TV, air conditioning  and natural wood flooring.<br />The house is shared with a room for guests and hosts and everywhere you can breathe the magic of the Costa Brava.","Quiet and residential neighborhood. Free parking in the area. A 10 minute walk to beaches, supermarkets, restaurants and shops. Next to the start of the greenway and other cycling or mountain biking trails.",https://a0.muscache.com/pictures/airflow/Hosting-618686160360873753/original/2e45a6ac-413e-4030-9631-09fe6e807af3.jpg,68910799,https://www.airbnb.com/users/show/68910799,Rosana,2016-04-25,"Palafrugell, Spain",,within an hour,1.0,1.0,,https://a0.muscache.com/im/pictures/user/fa877443-66f5-4d37-9963-d2e5f45e1e36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa877443-66f5-4d37-9963-d2e5f45e1e36.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Palafrugell, Catalunya, Spain",Palafrugell,,41.894489,3.179205,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Heating - split type ductless system"", ""Washer"", ""Indoor fireplace"", ""Dishwasher"", ""TV"", ""Free street parking"", ""Baking sheet"", ""Coffee maker: espresso machine"", ""Air conditioning"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Dining table"", ""Hair dryer"", ""Shared beach access"", ""Stainless steel oven"", ""Outdoor furniture"", ""Iron"", ""Host greets you"", ""Ethernet connection"", ""Laundromat nearby"", ""Garden view"", ""Wifi"", ""SMEG refrigerator"", ""Shower gel"", ""Pool"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Backyard"", ""Dishes and silverware"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Shampoo"", ""Wine glasses"", ""Kitchen"", ""Conditioner"", ""Hangers"", ""Freezer"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Extra pillows and blankets"", ""Body soap"", ""Free parking on premises"", ""Private patio or balcony"", ""Toaster"", ""Hot water""]",175.0,4,30,4,4,1125,1125,4.0,1125.0,,t,0,0,0,154,2024-09-30,27,5,1,2022-06-06,2024-09-06,5.0,5.0,5.0,4.96,4.96,4.81,4.85,HUTG-055258,f,2,0,2,0,0.96
12438,618857350121848064,https://www.airbnb.com/rooms/618857350121848976,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n de 2 camas en finca rural familiar,"A double room in a seven-bedroom bed & breakfast, all with private bathroom, inside the Can MunÃ­ farm family farm. Buffet breakfast included. <br /><br />The Maremmara room has two 90x190 single beds and closet. A/C, ceiling fan, and wifi<br /><br />It has a refrigerator, microwave and dishes available to customers and a porch and terrace open to a large garden space. <br /><br />Access to the 14x7-meter estate's swimming pool with salt water filter.","Can MunÃ­ and its neighborhood Pins are in a small hidden valley but very close to everything. 8 minutes by car from the A7 motorway exit, 15/20 minutes from l'Escala and Sant MartÃ­ d 'EmpÃºries, 25 minutes from l'Estartit and les Illes Medes or the Gola del Ter or Girona city.<br />It is also an ideal area for hiking or cycling.",https://a0.muscache.com/pictures/miso/Hosting-618857350121848976/original/3de7e361-6220-448a-aa55-a0c0ce387107.jpeg,225419807,https://www.airbnb.com/users/show/225419807,Joan,2018-11-12,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,f,"Vilopriu, Catalunya, Spain",Vilopriu,,42.11182,2.97854,Private room in bed and breakfast,Private room,2,,1 private bath,,,"[""Babysitter recommendations"", ""Central heating"", ""Free street parking"", ""High chair"", ""Pocket wifi"", ""Cleaning available during stay"", ""Indoor fireplace: wood-burning"", ""Barbecue utensils"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Dining table"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor furniture"", ""Iron"", ""Kitchenette"", ""AC - split type ductless system"", ""Host greets you"", ""Hammock"", ""Shared backyard \u2013 Not fully fenced"", ""Ping pong table"", ""Clothing storage: closet"", ""Piano"", ""Wifi"", ""Breakfast"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""Frigor\u00edfico compartido de uso exclusivo de los hu\u00e9spedes refrigerator"", ""Mosquito net"", ""21 inch HDTV with standard cable"", ""Bed linens"", ""Hangers"", ""Books and reading material"", ""Shared BBQ grill: charcoal"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Single level home"", ""Free carport on premises"", ""Resort view"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Body soap"", ""Crib - available upon request"", ""Shared patio or balcony"", ""Toaster"", ""Hot water"", ""Valley view"", ""Baby bath - available upon request""]",,2,365,2,4,7,7,2.1,7.0,,t,0,0,0,0,2024-09-30,2,1,0,2022-08-13,2024-08-13,5.0,4.5,5.0,4.5,4.5,5.0,5.0,PG-000855,t,15,8,7,0,0.08
12448,614113654323618944,https://www.airbnb.com/rooms/614113654323619518,20240929170954,2024-09-30,city scrape,Moderna habitaciÃ³n cerca de Girona y aeropuerto,"Relax in this cozy and comfortable private room with private bathroom in a residential area 30 minutes walk from the Girona center with supermarkets, restaurants, highway AP7 and public transport a few meters away. <br /><br />Avoid the expensive downtown parkings, here the whole area is easy to park and free. I also have a safe and video surveillance area for your bike <br /><br />Girona Airport is a 10 minute drive, if I am available I offer transfer. Ask me. <br /><br />Come and enjoy","Salt is a small town physically linked to Girona very well connected, located very close to Girona city center (2 km), GRO airport (9 km) and AP7 motorway (1 km) <br /><br />The room is located in a residential area of Salt, it is a quiet place with green areas close to restaurants, supermarkets and public transport.<br /><br />Distance info:<br /><br />Supermercados: 500 meters<br />Restaurants: 200 metres<br />24h petrol station: 100 meters <br />Pharmacy: 100 meters<br />Hospital: 200 metres<br />Public transport bus L4: 100 meters<br />Train station bus Girona 2km<br />Girona Cathedral: 3.2km<br />Concert room ""la mirona Salt"" 3km<br /><br />Distance to the beaches:  â€œPlatja d'Aroâ€ 30km, Lloret de Mar, 38km. (25/35 min by car)<br /><br />Barcelona 40 minutes by high speed train.",https://a0.muscache.com/pictures/miso/Hosting-614113654323619518/original/ee2edf89-5c8e-41c0-9d28-5cf3ab72588a.jpeg,262579616,https://www.airbnb.com/users/show/262579616,Enrique,2019-05-18,"Girona, Spain",Me llamo Enrique y he estado en mÃ¡s de 30 paÃ­ses y en muchos alojamientos y se lo que un turista puede necesitar para una estancia perfecta en una habitaciÃ³n que tengo libre en mi casa.,within an hour,1.0,0.97,t,https://a0.muscache.com/im/pictures/user/User/original/a45ff018-1e87-4392-bbb6-f79bfecebc58.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/a45ff018-1e87-4392-bbb6-f79bfecebc58.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Salt, Catalunya, Spain",Girona,,41.96976,2.80143,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Dishwasher"", ""Paid dryer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Central heating"", ""Free street parking"", ""Coffee maker: espresso machine"", ""32 inch HDTV with Disney+, Netflix, premium cable, Fire TV, Amazon Prime Video"", ""Outdoor dining area"", ""Smart lock"", ""Essentials"", ""Paid washer \u2013 In unit"", ""Lock on bedroom door"", ""Hair dryer"", ""Refrigerator"", ""Dining table"", ""Elevator"", ""Outdoor furniture"", ""Fast wifi \u2013 61 Mbps"", ""Laundromat nearby"", ""Garden view"", ""Breakfast"", ""Self check-in"", ""Portable fans"", ""Housekeeping available every day - available at extra cost"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Shared outdoor pool - available seasonally, open specific hours, lap pool"", ""Microwave"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Kitchen"", ""Exterior security cameras on property"", ""Hangers"", ""Freezer"", ""Bed linens"", ""Coffee"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Body soap"", ""Pool view"", ""Shared patio or balcony"", ""Toaster"", ""Hot water"", ""Park view""]",49.0,2,3,1,2,1125,1125,1.3,1125.0,,t,12,26,46,46,2024-09-30,164,59,5,2022-05-08,2024-09-27,4.95,4.95,4.98,4.95,4.97,4.62,4.88,LLG-000394,f,1,0,1,0,5.61
12481,614400124645152000,https://www.airbnb.com/rooms/614400124645152707,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL H.D. Sup. (Yrjo Vesterinen),,,https://a0.muscache.com/pictures/prohost-api/Hosting-614400124645152707/original/952a3595-1e76-4aec-a2c5-7df140ba0f2e.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31848,2.41556,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""First aid kit"", ""Hair dryer"", ""Dedicated workspace""]",181.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12483,614412040278822016,https://www.airbnb.com/rooms/614412040278822283,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL Hab. Doble (Dougie Lampkin),,,https://a0.muscache.com/pictures/prohost-api/Hosting-614412040278822283/original/d84d52b4-0a6a-41b1-b172-2bba0a41f765.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31904,2.41691,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Air conditioning"", ""Bidet"", ""First aid kit""]",158.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12484,614416357813612032,https://www.airbnb.com/rooms/614416357813612281,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL (Hab.Doble- Eddy Lejeune),,,https://a0.muscache.com/pictures/prohost-api/Hosting-614416357813612281/original/2b3d6f56-ec01-4e0d-80c5-6bf60edaf3bd.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31876,2.41472,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""Bidet"", ""First aid kit""]",160.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
